trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
40,False,"{'a': 0.05, 'e': 0.14227407158651353}",25,9,-33.063400672592344,"{0: 11, 1: 1, 2: 3, 3: 1, 4: 0}",1
41,False,"{'a': 0.05, 'e': 0.1353352832366127}",25,12,-33.31447736858294,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
42,False,"{'a': 0.05, 'e': 0.12873490358780418}",20,3,1.4180635852357701,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
43,False,"{'a': 0.05, 'e': 0.1224564282529819}",25,0,31.708539173330763,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
44,False,"{'a': 0.05, 'e': 0.11648415777349697}",20,13,15.693962075291163,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
45,False,"{'a': 0.05, 'e': 0.11080315836233387}",20,0,14.916600134508476,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
46,False,"{'a': 0.05, 'e': 0.10539922456186433}",20,0,-9.178380452311501,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
47,False,"{'a': 0.05, 'e': 0.1002588437228037}",20,0,-15.31826968442832,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
48,False,"{'a': 0.05, 'e': 0.09536916221554961}",35,23,-1.2794289621537818,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
49,False,"{'a': 0.05, 'e': 0.09071795328941247}",20,0,25.561998428167797,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
50,False,"{'a': 0.05, 'e': 0.0862935864993705}",20,0,6.884246665848187,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
51,False,"{'a': 0.05, 'e': 0.0820849986238988}",25,11,11.490219629010337,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
52,False,"{'a': 0.05, 'e': 0.07808166600115313}",25,17,17.450673612955214,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
53,False,"{'a': 0.05, 'e': 0.07427357821433388}",20,0,-38.93513533746403,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
54,False,"{'a': 0.05, 'e': 0.07065121306042957}",30,0,4.744342020276972,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",0
55,False,"{'a': 0.05, 'e': 0.06720551273974976}",20,13,14.155902125732911,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
56,False,"{'a': 0.05, 'e': 0.06392786120670757}",20,14,9.801631947023555,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
57,False,"{'a': 0.05, 'e': 0.06081006262521795}",20,16,6.445599642423135,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
58,False,"{'a': 0.05, 'e': 0.057844320874838456}",20,0,20.906820279103968,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
59,False,"{'a': 0.05, 'e': 0.05502322005640721}",20,0,27.42718411705428,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
60,False,"{'a': 0.05, 'e': 0.05233970594843238}",20,0,21.92253080890627,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
61,False,"{'a': 0.05, 'e': 0.049787068367863944}",20,14,8.724531423167974,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
62,False,"{'a': 0.05, 'e': 0.04735892439114091}",20,2,25.642399969057863,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
63,False,"{'a': 0.05, 'e': 0.0450492023935578}",25,0,34.95917722150769,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
64,False,"{'a': 0.05, 'e': 0.042852126867040166}",25,14,-19.36203394260521,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
65,False,"{'a': 0.05, 'e': 0.04076220397836621}",30,0,29.11891493834124,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
66,False,"{'a': 0.05, 'e': 0.03877420783172201}",20,4,23.6892684124843,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
67,False,"{'a': 0.05, 'e': 0.036883167401239994}",25,0,35.36591219423321,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
68,False,"{'a': 0.05, 'e': 0.035084354100845025}",25,14,18.12917973036749,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
69,False,"{'a': 0.05, 'e': 0.033373269960326066}",20,3,23.44276506353203,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
70,False,"{'a': 0.05, 'e': 0.03174563637806794}",35,17,26.816962516354852,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
71,False,"{'a': 0.05, 'e': 0.0301973834223185}",25,11,30.282898603813532,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
72,False,"{'a': 0.05, 'e': 0.028724639654239423}",30,4,33.55601790256977,"{0: 25, 1: 1, 2: 0, 3: 0, 4: 0}",1
73,False,"{'a': 0.05, 'e': 0.02732372244729256}",25,19,8.918236967454613,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
74,False,"{'a': 0.05, 'e': 0.025991128778755333}",35,26,18.631250957047094,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
75,False,"{'a': 0.05, 'e': 0.024723526470339388}",25,0,39.00056992257444,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
76,False,"{'a': 0.05, 'e': 0.023517745856009107}",25,15,17.084374526609206,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
77,False,"{'a': 0.05, 'e': 0.02237077185616559}",20,2,23.97882004191285,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
78,False,"{'a': 0.05, 'e': 0.02127973643837717}",35,0,58.87667346406803,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
79,False,"{'a': 0.05, 'e': 0.02024191144580438}",25,10,25.049322346058577,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
80,False,"{'a': 0.05, 'e': 0.01925470177538692}",35,23,19.22611645639943,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
81,False,"{'a': 0.05, 'e': 0.01831563888873418}",25,11,24.801588532628728,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
82,False,"{'a': 0.05, 'e': 0.017422374639493515}",20,9,23.927694655529066,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
83,False,"{'a': 0.05, 'e': 0.016572675401761237}",25,15,21.424876342400125,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
84,False,"{'a': 0.05, 'e': 0.015764416484854486}",25,10,23.85032304825575,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
85,False,"{'a': 0.05, 'e': 0.014995576820477703}",20,15,8.772174191923845,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
86,False,"{'a': 0.05, 'e': 0.014264233908999256}",25,0,38.84942482325038,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
87,False,"{'a': 0.05, 'e': 0.013568559012200934}",25,7,31.408817634862007,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
88,False,"{'a': 0.05, 'e': 0.012906812580479862}",20,10,18.377118378059517,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
89,False,"{'a': 0.05, 'e': 0.012277339903068436}",30,14,32.736975706838315,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
90,False,"{'a': 0.05, 'e': 0.011678566970395442}",25,0,35.457867154955316,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
91,False,"{'a': 0.05, 'e': 0.011108996538242306}",20,9,18.488755570566664,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
92,False,"{'a': 0.05, 'e': 0.010567204383852655}",30,15,24.730002413677784,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
93,False,"{'a': 0.05, 'e': 0.010051835744633576}",25,15,21.993821744730027,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
94,False,"{'a': 0.05, 'e': 0.009561601930543505}",25,13,23.193378414357014,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",20,1,29.29393475196857,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",25,13,22.08532763710392,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",25,17,17.132602618902176,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",35,2,44.86655219210092,"{0: 33, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",35,22,24.20833546901181,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",20,11,18.7139592583097,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",20,4,23.11742720702788,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",20,10,17.8125633415772,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",20,0,25.11791249951797,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",30,15,28.779271502339345,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0, 'e': 0}",20,2,32.89036657629104,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0, 'e': 0}",20,9,21.145935292944923,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0, 'e': 0}",25,10,27.041390790287892,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0, 'e': 0}",30,0,41.74354030618683,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
15,True,"{'a': 0, 'e': 0}",20,15,6.794414898338372,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0, 'e': 0}",35,13,42.854295348274874,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0, 'e': 0}",20,4,30.837799958036626,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0, 'e': 0}",35,12,38.984826834510386,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0, 'e': 0}",20,16,7.3349136239143595,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0, 'e': 0}",20,0,26.30562706546336,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
